gene_stable_id	hgnc_symbol	chromosome_scaffold_name	gene_start_bp	gene_end_bp	gene_percent_gc_content	gene_type
ENSG00000198077	CYP2A7	19	40875439	40882752	53.54	protein_coding
ENSG00000105854	PON2	7	95404863	95435329	38.28	protein_coding
ENSG00000260238	PMF1-BGLAP	1	156212982	156243332	50.18	protein_coding
ENSG00000123171	CCDC70	13	51861981	51866232	47.32	protein_coding
ENSG00000278619	MRM1	17	36601572	36608971	52.69	protein_coding
ENSG00000165474	GJB2	13	20187463	20193010	49.57	protein_coding
ENSG00000178796	RIIAD1	1	151710433	151729805	51.01	protein_coding
ENSG00000129173	E2F8	11	19224063	19241620	41.92	protein_coding
ENSG00000196312	MFSD14C	9	96887373	97013708	43.99	protein_coding
ENSG00000255378	PRR23D2	8	7778591	7781413	48.88	protein_coding
ENSG00000198855	FICD	12	108515185	108525837	50.41	protein_coding
ENSG00000255974	CYP2A6	19	40843538	40850447	53.42	protein_coding
ENSG00000132763	MMACHC	1	45500053	45513382	47.99	protein_coding
ENSG00000151892	GFRA1	10	116056925	116273467	44	protein_coding
ENSG00000164853	UNCX	7	1232907	1237318	67.23	protein_coding
ENSG00000089280	FUS	16	31180110	31194871	46.87	protein_coding
ENSG00000075856	SART3	12	108522580	108561400	42.65	protein_coding
ENSG00000186572	DEFB107A	8	7811720	7815716	37.2	protein_coding
ENSG00000268797	NA	19	40801297	40898282	48.18	protein_coding
ENSG00000160783	PMF1	1	156212993	156240042	48.91	protein_coding
ENSG00000166147	FBN1	15	48408306	48645849	38.92	protein_coding
ENSG00000186562	DEFB105A	8	7821966	7823889	38.31	protein_coding
ENSG00000167543	TP53I13	17	29566052	29573157	63.48	protein_coding
ENSG00000155158	TTC39B	9	15163622	15307360	40.09	protein_coding
ENSG00000158292	GPR153	1	6247346	6260975	60.31	protein_coding
ENSG00000186103	ARGFX	3	121570704	121586634	41.87	protein_coding
ENSG00000080546	SESN1	6	108986437	109094819	37.66	protein_coding
ENSG00000054967	RELT	11	73376264	73397474	59.84	protein_coding
ENSG00000198931	APRT	16	88809339	88811944	64.35	protein_coding
ENSG00000111880	RNGTT	6	88610272	88963721	36.64	protein_coding
ENSG00000197070	ARRDC1	9	137605654	137615360	60.84	protein_coding
ENSG00000196917	HCAR1	12	122726076	122730843	48.95	protein_coding
ENSG00000156675	RAB11FIP1	8	37858618	37899467	45.87	protein_coding
ENSG00000136861	CDK5RAP2	9	120388869	120580170	43.21	protein_coding
ENSG00000139726	DENR	12	122752774	122771064	42.12	protein_coding
ENSG00000156697	UTP14A	23	129906121	129929761	45.09	protein_coding
ENSG00000071894	CPSF1	8	144393229	144409349	59.98	protein_coding
ENSG00000198720	ANKRD13B	17	29589769	29614761	55.54	protein_coding
ENSG00000130783	CCDC62	12	122774327	122827528	44.81	protein_coding
ENSG00000074582	BCS1L	2	218658764	218663443	54.42	protein_coding
ENSG00000163833	FBXO40	3	121593119	121630295	43.95	protein_coding
ENSG00000112531	QKI	6	163414000	163578596	36.39	protein_coding
ENSG00000102802	MEDAG	13	30906191	30925572	45.6	protein_coding
ENSG00000177674	AGTRAP	1	11736084	11754802	54.37	protein_coding
ENSG00000164002	EXO5	1	40508741	40516556	43.67	protein_coding
ENSG00000198522	GPN1	2	27628247	27651508	41.23	protein_coding
ENSG00000182134	TDRKH	1	151770107	151791416	43.72	protein_coding
ENSG00000168792	ABHD15	17	29560547	29567137	53.06	protein_coding
ENSG00000244411	KRTAP5-7	11	71527267	71528674	54.83	protein_coding
ENSG00000131116	ZNF428	19	43607219	43619874	52.67	protein_coding
ENSG00000241233	KRTAP5-8	11	71538025	71539207	59.59	protein_coding
ENSG00000132196	HSD17B7	1	162790702	162812817	39.34	protein_coding
ENSG00000126653	NSRP1	17	30115521	30186475	38.57	protein_coding
ENSG00000182333	LIPF	10	88664441	88678814	36.37	protein_coding
ENSG00000156269	"NAA11"	4	79225694	79326050	38.11	protein_coding
ENSG00000124444	ZNF576	19	43596392	43601157	50.29	protein_coding
ENSG00000068831	RASGRP2	11	64726911	64745456	55.63	protein_coding
ENSG00000175664	TEX26	13	30932703	30975502	40.6	protein_coding
ENSG00000130787	HIP1R	12	122834453	122862960	59.16	protein_coding
ENSG00000182230	FAM153B	5	176060689	176116015	45.36	protein_coding
ENSG00000130755	GMFG	19	39328353	39342372	51.1	protein_coding
ENSG00000159625	DRC7	16	57694793	57731805	50.24	protein_coding
ENSG00000254997	KRTAP5-9	11	71548418	71549553	56.07	protein_coding
ENSG00000226763	SRRM5	19	43596617	43614497	50.64	protein_coding
ENSG00000023902	PLEKHO1	1	150149183	150164720	51.63	protein_coding
ENSG00000173137	ADCK5	8	144373101	144393242	57.52	protein_coding
ENSG00000185860	CCDC190	1	162824458	162868815	39.71	protein_coding
ENSG00000156983	BRPF1	3	9731729	9748018	51.62	protein_coding
ENSG00000156876	SASS6	1	100083563	100132955	36.48	protein_coding
ENSG00000117152	RGS4	1	163068775	163076802	39.47	protein_coding
ENSG00000170836	PPM1D	17	60600183	60666280	41	protein_coding
ENSG00000119878	CRIPT	2	46616416	46625742	39.14	protein_coding
ENSG00000164708	PGAM2	7	44062727	44065587	58.48	protein_coding
ENSG00000283761	NA	1	99970011	100083321	38.29	protein_coding
ENSG00000280071	GATD3B	21	5079294	5128425	57.86	protein_coding
ENSG00000136279	DBNL	7	44044640	44069456	53.2	protein_coding
ENSG00000250565	ATP6V1E2	2	46490750	46542557	44.72	protein_coding
ENSG00000143401	ANP32E	1	150218417	150236156	42.62	protein_coding
ENSG00000151665	PIGF	2	46580937	46617119	36.13	protein_coding
ENSG00000169045	HNRNPH1	5	179614178	179634784	45.97	protein_coding
ENSG00000141298	SSH2	17	29625938	29930276	40.66	protein_coding
ENSG00000163798	SLC4A1AP	2	27663471	27694976	40.08	protein_coding
ENSG00000198952	SMG5	1	156249224	156282825	49.82	protein_coding
ENSG00000182885	ADGRG3	16	57668187	57689378	52.39	protein_coding
ENSG00000186579	DEFB106A	8	7825172	7829053	36.04	protein_coding
ENSG00000114120	SLC25A36	3	140941830	140980961	35.49	protein_coding
ENSG00000090382	LYZ	12	69348341	69354234	36.61	protein_coding
ENSG00000285476	NA	5	176063748	176126959	44.19	protein_coding
ENSG00000275464	NA	21	5130871	5154734	56.9	protein_coding
ENSG00000113073	SLC4A9	5	140360202	140375143	51.3	protein_coding
ENSG00000119729	RHOQ	2	46541806	46583121	44.36	protein_coding
ENSG00000088827	SIGLEC1	20	3686970	3707128	56.25	protein_coding
ENSG00000213402	PTPRCAP	11	67435510	67438067	63.76	protein_coding
ENSG00000172725	CORO1B	11	67435510	67443821	64.53	protein_coding
ENSG00000115568	ZNF142	2	218637916	218659655	49.52	protein_coding
ENSG00000146278	PNRC1	6	89080751	89085160	48.53	protein_coding
ENSG00000119760	SUPT7L	2	27650812	27663840	41.29	protein_coding
ENSG00000276612	NA	21	5116343	5133805	57.86	protein_coding
ENSG00000154548	SRSF12	6	89095959	89118081	40.77	protein_coding
ENSG00000138798	EGF	4	109912884	110012266	39.15	protein_coding
ENSG00000163472	TMEM79	1	156282935	156293185	50.78	protein_coding
ENSG00000164344	KLKB1	4	186208979	186258471	40.19	protein_coding
ENSG00000165280	VCP	9	35056064	35073249	47.81	protein_coding
ENSG00000198836	OPA1	3	193593144	193697823	36.98	protein_coding
ENSG00000198185	ZNF334	20	46499630	46513559	40.56	protein_coding
ENSG00000119314	PTBP3	9	112217716	112333667	37.7	protein_coding
ENSG00000146281	PM20D2	6	89146050	89165565	39.61	protein_coding
ENSG00000198715	GLMP	1	156290089	156295689	53.92	protein_coding
ENSG00000176714	CCDC121	2	27625639	27629012	42.38	protein_coding
ENSG00000171115	GIMAP8	7	150450630	150479392	43.24	protein_coding
ENSG00000146276	GABRR1	6	89177501	89231278	43.42	protein_coding
ENSG00000143450	OAZ3	1	151762899	151771334	48.79	protein_coding
ENSG00000145934	TENM2	5	167284799	168264157	40.39	protein_coding
ENSG00000243943	ZNF512	2	27582969	27623215	41.21	protein_coding
ENSG00000119414	PPP6C	9	125146573	125189939	42.35	protein_coding
ENSG00000183185	GABRR3	3	97986673	98035304	38.49	protein_coding
ENSG00000075073	TACR2	10	69403903	69416867	51.99	protein_coding
ENSG00000094841	UPRT	23	75274085	75304600	37.52	protein_coding
ENSG00000145476	CYP4V2	4	186191520	186213456	42.12	protein_coding
ENSG00000143248	RGS5	1	163111121	163321791	37.67	protein_coding
ENSG00000139722	VPS37B	12	122865328	122896444	47.3	protein_coding
ENSG00000168685	IL7R	5	35852695	35879603	39.18	protein_coding
ENSG00000149635	OCSTAMP	20	46540946	46550574	48.08	protein_coding
ENSG00000189030	VHLL	1	156298624	156299299	54.29	protein_coding
ENSG00000130479	MAP1S	19	17719242	17734516	57.53	protein_coding
ENSG00000117010	ZNF684	1	40531561	40548169	40.31	protein_coding
ENSG00000111886	GABRR2	6	89257208	89315299	45.84	protein_coding
ENSG00000121964	GTDC1	2	143938068	144332568	36.87	protein_coding
ENSG00000141985	SH3GL1	19	4360370	4400547	57.17	protein_coding
ENSG00000083168	KAT6A	8	41929479	42052026	38.9	protein_coding
ENSG00000143436	MRPL9	1	151759643	151763564	48.42	protein_coding
ENSG00000143228	NUF2	1	163266576	163355764	36.44	protein_coding
ENSG00000198833	UBE2J1	6	89326625	89352848	40.13	protein_coding
ENSG00000025039	RRAGD	6	89364636	89412270	42.25	protein_coding
ENSG00000196693	ZNF33B	10	42574185	42638568	40.2	protein_coding
ENSG00000139289	PHLDA1	12	76025447	76033932	45.13	protein_coding
ENSG00000117676	RPS6KA1	1	26529761	26575030	53.51	protein_coding
ENSG00000169057	MECP2	23	154021573	154137103	46.41	protein_coding
ENSG00000140807	NKD1	16	50548330	50649249	51.69	protein_coding
ENSG00000147117	ZNF157	23	47370583	47414305	44.97	protein_coding
ENSG00000176782	DEFB104A	8	7836471	7841242	44.47	protein_coding
ENSG00000089234	BRAP	12	111642146	111685986	44.41	protein_coding
ENSG00000031698	SARS	1	109213918	109238169	43.12	protein_coding
ENSG00000118298	CA14	1	150257159	150265078	50.88	protein_coding
ENSG00000162929	KIAA1841	2	61065871	61138034	39.67	protein_coding
ENSG00000033170	FUT8	14	65410592	65744121	37.41	protein_coding
ENSG00000133739	LRRCC1	8	85107147	85146076	36.11	protein_coding
ENSG00000147124	ZNF41	23	47445879	47482946	43.28	protein_coding
ENSG00000168003	SLC3A2	11	62856102	62888875	48.27	protein_coding
ENSG00000136003	ISCU	12	108562582	108569384	45.76	protein_coding
ENSG00000179144	GIMAP7	7	150514830	150521073	35.94	protein_coding
ENSG00000196475	GK2	4	79406352	79408293	44.08	protein_coding
ENSG00000196932	TMEM26	10	61406643	61453450	35.96	protein_coding
ENSG00000136933	RABEPK	9	125200542	125234158	46.49	protein_coding
ENSG00000150967	ABCB9	12	122920951	122981649	52.47	protein_coding
ENSG00000234776	C11orf94	11	45906513	45907282	62.34	protein_coding
ENSG00000138050	THUMPD2	2	39736060	39779267	36.6	protein_coding
ENSG00000111271	ACAD10	12	111686056	111757107	47.12	protein_coding
ENSG00000133574	GIMAP4	7	150567277	150573955	44.15	protein_coding
ENSG00000112539	C6orf118	6	165279664	165309607	41.12	protein_coding
ENSG00000215009	ACSM4	12	7304284	7328724	40.4	protein_coding
ENSG00000185630	PBX1	1	164555584	164899296	41.67	protein_coding
ENSG00000238269	PAGE2B	23	55075063	55078909	39.3	protein_coding
ENSG00000234068	PAGE2	23	55089008	55092842	39.14	protein_coding
ENSG00000237651	C2orf74	2	61145068	61164829	44.26	protein_coding
ENSG00000146197	SCUBE3	6	35214419	35253079	49.66	protein_coding
ENSG00000167208	SNX20	16	50666300	50681353	51.29	protein_coding
ENSG00000143126	CELSR2	1	109250019	109275750	59.75	protein_coding
ENSG00000109321	AREG	4	74445134	74455009	36.89	protein_coding
ENSG00000044574	HSPA5	9	125234853	125241330	43.98	protein_coding
ENSG00000175093	SPSB4	3	141051402	141148611	47.04	protein_coding
ENSG00000099821	POLRMT	19	617224	633604	61.15	protein_coding
ENSG00000102383	ZDHHC15	23	75368427	75523502	38.32	protein_coding
ENSG00000163817	SLC6A20	3	45755450	45796535	47.96	protein_coding
ENSG00000152611	CAPSL	5	35904295	35938779	41.68	protein_coding
ENSG00000067182	TNFRSF1A	12	6328757	6342114	54.08	protein_coding
ENSG00000183160	TMEM119	12	108589846	108598320	56.18	protein_coding
ENSG00000162761	LMX1A	1	165201867	165356715	43.25	protein_coding
ENSG00000131864	USP29	19	57119138	57131926	42.83	protein_coding
ENSG00000102580	DNAJC3	13	95677139	95794989	39.79	protein_coding
ENSG00000186675	MAGEE2	23	75782988	75785236	46.87	protein_coding
ENSG00000110876	SELPLG	12	108622277	108633959	52.08	protein_coding
ENSG00000153827	TRIP12	2	229763838	229923239	38.19	protein_coding
ENSG00000145283	SLC10A6	4	86823468	86849263	40.98	protein_coding
ENSG00000257767	NA	12	111753890	111791418	50.58	protein_coding
ENSG00000111275	ALDH2	12	111766887	111817529	48.8	protein_coding
ENSG00000102390	PBDC1	23	76172936	76178204	42.82	protein_coding
ENSG00000149201	CCDC81	11	86374736	86423109	39.88	protein_coding
ENSG00000143171	RXRG	1	165400917	165445355	44.09	protein_coding
ENSG00000153234	NR4A2	2	156324432	156342348	45.15	protein_coding
ENSG00000117362	APH1A	1	150265399	150269580	53.83	protein_coding
ENSG00000204700	OR2J2	6	29170907	29175811	36.45	protein_coding
ENSG00000198934	MAGEE1	23	76427724	76431353	53.97	protein_coding
ENSG00000040933	INPP4A	2	98444854	98594390	47.33	protein_coding
ENSG00000112541	PDE10A	6	165327287	165988078	40.96	protein_coding
ENSG00000167646	DNAAF3	19	55158661	55166722	56.36	protein_coding
ENSG00000141338	ABCA8	17	68867292	68955392	36.81	protein_coding
ENSG00000145692	BHMT	5	79111779	79132290	41.67	protein_coding
ENSG00000054965	FAM168A	11	73400487	73598189	41.55	protein_coding
ENSG00000162763	LRRC52	1	165544007	165563961	44.07	protein_coding
ENSG00000122778	KIAA1549	7	138831381	138981318	44.25	protein_coding
ENSG00000274070	CASTOR2	7	74964818	75024798	52.51	protein_coding
ENSG00000182196	ARL6IP4	12	122980060	122982913	65.56	protein_coding
ENSG00000204572	KRTAP5-10	11	71565563	71566738	59.52	protein_coding
ENSG00000089022	MAPKAPK5	12	111841978	111902238	43.78	protein_coding
ENSG00000118292	C1orf54	1	150268200	150280916	46.5	protein_coding
ENSG00000132837	DMGDH	5	78997606	79236038	41.48	protein_coding
ENSG00000121680	PEX16	11	45909669	45918812	58.04	protein_coding
ENSG00000204571	KRTAP5-11	11	71579714	71603353	47.21	protein_coding
ENSG00000143198	MGST3	1	165630861	165661796	43.51	protein_coding
ENSG00000010282	HHATL	3	42692663	42702827	56.48	protein_coding
ENSG00000144827	ABHD10	3	111979010	111993363	35.84	protein_coding
ENSG00000080815	PSEN1	14	73136418	73223691	42.73	protein_coding
ENSG00000214128	TMEM213	7	138797952	138838101	43.97	protein_coding
ENSG00000131037	EPS8L1	19	55072020	55087923	58.26	protein_coding
ENSG00000182645	CCDC172	10	116324428	116380029	34.43	protein_coding
ENSG00000132840	BHMT2	5	79069717	79089466	43.35	protein_coding
ENSG00000105929	ATP6V0A4	7	138706294	138799560	45.87	protein_coding
ENSG00000123191	ATP7B	13	51930436	52012125	44.7	protein_coding
ENSG00000141946	ZIM3	19	57134096	57145202	45.75	protein_coding
ENSG00000213171	LINGO4	1	151800264	151806154	55.36	protein_coding
ENSG00000110880	CORO1C	12	108645109	108731596	41.35	protein_coding
ENSG00000121742	GJB6	13	20221962	20232395	46.33	protein_coding
ENSG00000143365	RORC	1	151806071	151831872	53.08	protein_coding
ENSG00000258873	DUXA	19	57154021	57167443	45.64	protein_coding
ENSG00000138161	CUZD1	10	122832149	122850793	41	protein_coding
ENSG00000133561	GIMAP6	7	150625375	150632648	49.01	protein_coding
ENSG00000143149	ALDH9A1	1	165662216	165698863	40.34	protein_coding
ENSG00000083844	ZNF264	19	57191500	57222846	44.47	protein_coding
ENSG00000182518	FAM104B	23	55143102	55161310	36.9	protein_coding
ENSG00000262406	MMP12	11	102862736	102875034	38.4	protein_coding
ENSG00000106560	GIMAP2	7	150685697	150693641	44.17	protein_coding
ENSG00000213185	FAM24B	10	122849078	122879641	41.03	protein_coding
ENSG00000188779	SKOR1	15	67819704	67834561	60.14	protein_coding
ENSG00000129355	CDKN2D	19	10566462	10569059	58.55	protein_coding
ENSG00000240747	KRBOX1	3	42809483	42942792	43.53	protein_coding
ENSG00000111325	OGFOD2	12	122974580	122980043	59.54	protein_coding
ENSG00000105146	AURKC	19	57230802	57235548	49.95	protein_coding
ENSG00000180638	SLC47A2	17	19678288	19718979	47.45	protein_coding
ENSG00000132622	HSPA12B	20	3732667	3753111	56.29	protein_coding
ENSG00000154258	ABCA9	17	68974488	69061064	37.68	protein_coding
ENSG00000225556	C2CD4D	1	151837819	151840557	66.3	protein_coding
ENSG00000108298	RPL19	17	39200283	39204732	49.66	protein_coding
ENSG00000280571	NA	3	42705756	42804518	45.49	protein_coding
ENSG00000196407	THEM5	1	151847263	151853697	52.15	protein_coding
ENSG00000244607	CCDC13	3	42708269	42773253	46.9	protein_coding
ENSG00000180353	HCLS1	3	121631399	121660927	41.45	protein_coding
ENSG00000159445	THEM4	1	151873584	151909808	42.1	protein_coding
ENSG00000164985	PSIP1	9	15464066	15511019	37.88	protein_coding
ENSG00000178287	SPAG11A	8	7847876	7868867	44.79	protein_coding
ENSG00000143179	UCK2	1	165827531	165911618	44.22	protein_coding
ENSG00000197408	CYP2B6	19	40991250	41018398	44.66	protein_coding
ENSG00000165819	METTL3	14	21498133	21511375	42.49	protein_coding
ENSG00000153832	FBXO36	2	229922302	230013109	43.78	protein_coding
ENSG00000273291	NA	3	42809446	43055871	44.01	protein_coding
ENSG00000080031	PTPRH	19	55181248	55209506	52.64	protein_coding
ENSG00000181061	HIGD1A	3	42784298	42804531	42.66	protein_coding
ENSG00000163006	CCDC138	2	108786757	108885477	37.69	protein_coding
ENSG00000107929	LARP4B	10	806914	931705	42.7	protein_coding
ENSG00000198270	TMEM116	12	111931282	112013185	40.27	protein_coding
ENSG00000198824	CHAMP1	13	114314335	114337626	43.06	protein_coding
ENSG00000143183	TMCO1	1	165724293	165827755	39.88	protein_coding
ENSG00000092203	TOX4	14	21476597	21499175	43.81	protein_coding
ENSG00000180432	CYP8B1	3	42856005	42876165	46.78	protein_coding
ENSG00000134222	PSRC1	1	109279556	109283186	53.65	protein_coding
ENSG00000276490	NA	10	94688154	94853073	38.89	protein_coding
ENSG00000144649	FAM198A	3	42979267	43060211	46.38	protein_coding
ENSG00000181450	ZNF678	1	227563543	227677443	40.32	protein_coding
ENSG00000108242	CYP2C18	10	94683621	94736190	38.08	protein_coding
ENSG00000273706	LHX1	17	36936785	36944612	57.79	protein_coding
ENSG00000165841	CYP2C19	10	94762681	94853205	39.52	protein_coding
ENSG00000177575	CD163	12	7470813	7503893	37.42	protein_coding
ENSG00000182983	ZNF662	3	42905731	42917641	45.18	protein_coding
ENSG00000204021	LIPK	10	88724544	88752786	39.26	protein_coding
ENSG00000088053	GP6	19	55013705	55038264	48.31	protein_coding
ENSG00000081692	JMJD4	1	227730425	227735411	61.26	protein_coding
ENSG00000169282	KCNAB1	3	156037701	156539138	40.33	protein_coding
ENSG00000129472	RAB2B	14	21459020	21476973	41.19	protein_coding
ENSG00000144648	ACKR2	3	42804752	42887974	44.24	protein_coding
ENSG00000159208	CIART	1	150282543	150287093	47.53	protein_coding
ENSG00000164458	TBXT	6	166157656	166168700	51.51	protein_coding
ENSG00000164975	SNAPC3	9	15422704	15465953	39.78	protein_coding
ENSG00000196578	OR5AC2	3	98087173	98088102	39.68	protein_coding
ENSG00000164877	MICALL2	7	1428465	1459502	63.37	protein_coding
ENSG00000143740	SNAP47	1	227728539	227781231	53.99	protein_coding
ENSG00000188859	FAM78B	1	166057426	166166969	45.08	protein_coding
ENSG00000231192	OR5H1	3	98130721	98138548	35.42	protein_coding
ENSG00000183346	CABCOCO1	10	61662961	61766766	35.14	protein_coding
ENSG00000236032	OR5H14	3	98147479	98156614	36.08	protein_coding
ENSG00000164743	C8orf48	8	13566843	13568287	42.28	protein_coding
ENSG00000196329	GIMAP5	7	150722253	150750033	43.79	protein_coding
ENSG00000175206	NPPA	1	11845709	11848345	54.04	protein_coding
ENSG00000164741	DLC1	8	13083361	13604610	38.54	protein_coding
ENSG00000168229	PTGDR	14	52267713	52276724	43.9	protein_coding
ENSG00000160439	RDH13	19	55039108	55071291	52.13	protein_coding
ENSG00000215910	C1orf167	1	11761787	11789585	55.19	protein_coding
ENSG00000281887	GIMAP1-GIMAP5	7	150716668	150743646	42.98	protein_coding
ENSG00000213203	GIMAP1	7	150716557	150724284	45.73	protein_coding
ENSG00000125384	PTGER2	14	52314305	52328606	42.19	protein_coding
ENSG00000184949	FAM227A	22	38578120	38656629	45.78	protein_coding
ENSG00000185888	PRSS38	1	227815693	227846470	42.65	protein_coding
ENSG00000204524	ZNF805	19	57240685	57255135	46.41	protein_coding
ENSG00000179869	ABCA13	7	48171458	48647496	38.84	protein_coding
ENSG00000164104	HMGB2	4	173331695	173335125	50.22	protein_coding
ENSG00000103811	CTSH	15	78921058	78949574	52.42	protein_coding
ENSG00000113520	IL4	5	132673986	132682676	48	protein_coding
ENSG00000143816	WNT9A	1	227918656	227947898	57.24	protein_coding
ENSG00000163468	CCT3	1	156308968	156367873	45.93	protein_coding
ENSG00000197714	ZNF460	19	57280051	57293569	46.11	protein_coding
ENSG00000084112	SSH1	12	108778192	108857590	48.43	protein_coding
ENSG00000105767	CADM4	19	43622368	43639839	53.28	protein_coding
ENSG00000154342	WNT3A	1	228007051	228061260	52.48	protein_coding
ENSG00000177000	MTHFR	1	11785723	11806920	54.53	protein_coding
ENSG00000143157	POGK	1	166839447	166856344	47.02	protein_coding
ENSG00000170085	SIMC1	5	176238367	176345991	42.19	protein_coding
ENSG00000221986	MYBPHL	1	109292365	109307041	49.85	protein_coding
ENSG00000105048	TNNT1	19	55132794	55149354	55.64	protein_coding
ENSG00000143761	ARF1	1	228082660	228099212	52.33	protein_coding
ENSG00000177675	CD163L1	12	7346685	7479897	36.25	protein_coding
ENSG00000174808	BTC	4	74744759	74794686	37.46	protein_coding
ENSG00000144048	DUSP11	2	73762184	73780157	40.29	protein_coding
ENSG00000117448	AKR1A1	1	45550543	45570049	49.1	protein_coding
ENSG00000148396	SEC16A	9	136440096	136483759	52.76	protein_coding
ENSG00000152382	TADA1	1	166856510	166876327	40.95	protein_coding
ENSG00000203837	PNLIPRP3	10	116427867	116477957	38.55	protein_coding
ENSG00000176381	PRR18	6	166305300	166308448	59.48	protein_coding
ENSG00000158748	HTR6	1	19665287	19679562	52.93	protein_coding
ENSG00000115255	REEP6	19	1490747	1497927	61.44	protein_coding
ENSG00000178229	ZNF543	19	57320509	57330776	47.36	protein_coding
ENSG00000197747	S100A10	1	151982915	151994390	45.97	protein_coding
ENSG00000215421	ZNF407	18	74597870	75065671	37.97	protein_coding
ENSG00000115257	PCSK4	19	1481428	1490752	62.23	protein_coding
ENSG00000143195	ILDR2	1	166895711	166975482	42.36	protein_coding
ENSG00000131845	ZNF304	19	57351307	57359898	47.4	protein_coding
ENSG00000163191	S100A11	1	152032506	152047907	45.08	protein_coding
ENSG00000198818	SFT2D1	6	166319728	166342591	43.24	protein_coding
ENSG00000182898	TCHHL1	1	152084144	152089064	42.57	protein_coding
ENSG00000169116	PARM1	4	74933095	75050115	40.47	protein_coding
ENSG00000213973	ZNF99	19	22752183	22784107	38.83	protein_coding
ENSG00000159450	TCHH	1	152106317	152115454	51.46	protein_coding
ENSG00000131437	KIF3A	5	132692628	132737638	36.68	protein_coding
ENSG00000143793	C1orf35	1	228100726	228105411	60.86	protein_coding
ENSG00000268696	ZNF723	19	22832321	22858667	39.46	protein_coding
ENSG00000186416	NKRF	23	119588337	119606443	42.93	protein_coding
ENSG00000167014	TERB2	15	44956702	44979229	37.5	protein_coding
ENSG00000269067	ZNF728	19	22975468	23003176	37.96	protein_coding
ENSG00000101204	CHRNA4	20	63343223	63378401	63.44	protein_coding
ENSG00000266472	MRPS21	1	150293720	150308979	46.58	protein_coding
ENSG00000197915	HRNR	1	152212082	152224193	50.91	protein_coding
ENSG00000197386	HTT	4	3041422	3243960	45.83	protein_coding
ENSG00000143536	CRNN	1	152409243	152414263	49.09	protein_coding
ENSG00000077721	UBE2A	23	119574467	119591083	40.14	protein_coding
ENSG00000215853	RPTN	1	152153595	152159228	44.75	protein_coding
ENSG00000137745	MMP13	11	102942995	102955734	36.44	protein_coding
ENSG00000184922	FMNL1	17	45221444	45247320	58.77	protein_coding
ENSG00000143631	FLG	1	152302175	152325203	44	protein_coding
ENSG00000110887	DAO	12	108858932	108901043	47.26	protein_coding
ENSG00000011021	CLCN6	1	11806096	11848079	48.13	protein_coding
ENSG00000143520	FLG2	1	152348735	152360006	45.81	protein_coding
ENSG00000143194	MAEL	1	166975582	167022214	38.11	protein_coding
ENSG00000187243	MAGED4B	23	52061827	52069248	59.97	protein_coding
ENSG00000011422	PLAUR	19	43646095	43670547	49.94	protein_coding
ENSG00000269533	NA	19	57389884	57419994	46.3	protein_coding
ENSG00000152433	ZNF547	19	57363477	57379565	46.52	protein_coding
ENSG00000162910	MRPL55	1	228106679	228109312	56.68	protein_coding
ENSG00000171723	GPHN	14	66507407	67181803	36.43	protein_coding
ENSG00000144677	CTDSPL	3	37861960	37984469	42.29	protein_coding
ENSG00000089248	ERP29	12	112013316	112023451	47.22	protein_coding
ENSG00000065618	COL17A1	10	104031286	104085957	48.31	protein_coding
ENSG00000268533	NA	19	57394183	57438457	45	protein_coding
ENSG00000178201	VN1R1	19	57454790	57457142	41.73	protein_coding
ENSG00000188785	ZNF548	19	57389850	57402992	45.35	protein_coding
ENSG00000116138	DNAJC16	1	15526813	15592379	44.67	protein_coding
ENSG00000087301	TXNDC16	14	52430590	52552522	36.83	protein_coding
ENSG00000117713	ARID1A	1	26693236	26782110	46.19	protein_coding
ENSG00000186207	LCE5A	1	152510844	152512177	50.3	protein_coding
ENSG00000248713	C4orf54	4	99636529	99654648	43.5	protein_coding
ENSG00000186230	ZNF749	19	57435329	57445485	48.04	protein_coding
ENSG00000169509	CRCT1	1	152514502	152516010	55.4	protein_coding
ENSG00000256060	TRAPPC2B	19	57363511	57365353	50.95	protein_coding
ENSG00000185966	LCE3E	1	152565654	152566772	54.16	protein_coding
ENSG00000182511	FES	15	90883695	90895776	59.18	protein_coding
ENSG00000070190	DAPP1	4	99816833	99870154	38.71	protein_coding
ENSG00000163202	LCE3D	1	152579381	152580504	54.63	protein_coding
ENSG00000197128	ZNF772	19	57466663	57477570	42.84	protein_coding
ENSG00000172493	AFF1	4	86935002	87141054	41.19	protein_coding
ENSG00000006062	MAP3K14	17	45263119	45317145	50.03	protein_coding
ENSG00000244057	LCE3C	1	152600662	152601086	57.41	protein_coding
ENSG00000187238	LCE3B	1	152613811	152614098	64.58	protein_coding
ENSG00000162542	TMCO4	1	19682213	19799945	48.92	protein_coding
ENSG00000204020	LIPN	10	88761406	88778242	35.81	protein_coding
ENSG00000185962	LCE3A	1	152622834	152623103	64.81	protein_coding
ENSG00000187223	LCE2D	1	152663396	152664659	49.37	protein_coding
ENSG00000176797	DEFB103A	8	7881204	7882664	44.76	protein_coding
ENSG00000187180	LCE2C	1	152675295	152676574	49.3	protein_coding
ENSG00000095110	NXPE1	11	114521645	114559895	37.43	protein_coding
ENSG00000268163	NA	19	57437970	57477536	42.3	protein_coding
ENSG00000159455	LCE2B	1	152686123	152687401	49.26	protein_coding
ENSG00000186272	ZNF17	19	57411163	57421939	47.68	protein_coding
